"FREQUENC","GEO","TIME","DEG_URB","SEX","AGE","UNIT","Value","Flag and Footnotes"
"Never or not in the last 12 months","Slovenia","2014","Cities","Total","From 15 to 24 years","Percentage","26.7",""
"Never or not in the last 12 months","Slovenia","2014","Cities","Total","From 25 to 64 years","Percentage","18.1",""
"Never or not in the last 12 months","Slovenia","2014","Cities","Total","65 years or over","Percentage","23.0",""
"Never or not in the last 12 months","Slovenia","2014","Cities","Males","Total","Percentage","12.5",""
"Never or not in the last 12 months","Slovenia","2014","Cities","Males","From 15 to 24 years","Percentage","20.1",""
"Never or not in the last 12 months","Slovenia","2014","Cities","Males","From 25 to 64 years","Percentage","10.2",""
"Never or not in the last 12 months","Slovenia","2014","Cities","Males","65 years or over","Percentage","15.5",""
"Never or not in the last 12 months","Slovenia","2014","Cities","Females","Total","Percentage","26.9",""
"Never or not in the last 12 months","Slovenia","2014","Cities","Females","From 15 to 24 years","Percentage","32.6",""
"Never or not in the last 12 months","Slovenia","2014","Cities","Females","From 25 to 64 years","Percentage","25.4",""
"Never or not in the last 12 months","Slovenia","2014","Cities","Females","65 years or over","Percentage","27.7",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Total","Total","Percentage","24.6",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Total","From 15 to 24 years","Percentage","36.4",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Total","From 25 to 64 years","Percentage","18.6",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Total","65 years or over","Percentage","39.4",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Males","Total","Percentage","16.3",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Males","From 15 to 24 years","Percentage","28.5",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Males","From 25 to 64 years","Percentage","11.6",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Males","65 years or over","Percentage","28.9",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Females","Total","Percentage","32.4",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Females","From 15 to 24 years","Percentage","43.6",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Females","From 25 to 64 years","Percentage","25.9",""
"Never or not in the last 12 months","Slovakia","2014","Cities","Females","65 years or over","Percentage","46.0",""
"Never or not in the last 12 months","Finland","2014","Cities","Total","Total","Percentage","12.8",""
"Never or not in the last 12 months","Finland","2014","Cities","Total","From 15 to 24 years","Percentage","20.0",""
"Never or not in the last 12 months","Finland","2014","Cities","Total","From 25 to 64 years","Percentage","7.8",""
"Never or not in the last 12 months","Finland","2014","Cities","Total","65 years or over","Percentage","23.8",""
"Never or not in the last 12 months","Finland","2014","Cities","Males","Total","Percentage","12.5",""
"Never or not in the last 12 months","Finland","2014","Cities","Males","From 15 to 24 years","Percentage","20.7",""
"Never or not in the last 12 months","Finland","2014","Cities","Males","From 25 to 64 years","Percentage","8.4",""
"Never or not in the last 12 months","Finland","2014","Cities","Males","65 years or over","Percentage","21.0",""
"Never or not in the last 12 months","Finland","2014","Cities","Females","Total","Percentage","13.0",""
"Never or not in the last 12 months","Finland","2014","Cities","Females","From 15 to 24 years","Percentage","19.5",""
"Never or not in the last 12 months","Finland","2014","Cities","Females","From 25 to 64 years","Percentage","7.2",""
"Never or not in the last 12 months","Finland","2014","Cities","Females","65 years or over","Percentage","25.8",""
"Never or not in the last 12 months","Sweden","2014","Cities","Total","Total","Percentage","18.4",""
"Never or not in the last 12 months","Sweden","2014","Cities","Total","From 15 to 24 years","Percentage","36.2",""
"Never or not in the last 12 months","Sweden","2014","Cities","Total","From 25 to 64 years","Percentage","11.8",""
"Never or not in the last 12 months","Sweden","2014","Cities","Total","65 years or over","Percentage","24.1",""
"Never or not in the last 12 months","Sweden","2014","Cities","Males","Total","Percentage","16.0",""
"Never or not in the last 12 months","Sweden","2014","Cities","Males","From 15 to 24 years","Percentage","36.2",""
"Never or not in the last 12 months","Sweden","2014","Cities","Males","From 25 to 64 years","Percentage","9.7",""
"Never or not in the last 12 months","Sweden","2014","Cities","Males","65 years or over","Percentage","19.8",""
"Never or not in the last 12 months","Sweden","2014","Cities","Females","Total","Percentage","20.8",""
"Never or not in the last 12 months","Sweden","2014","Cities","Females","From 15 to 24 years","Percentage","36.2",""
"Never or not in the last 12 months","Sweden","2014","Cities","Females","From 25 to 64 years","Percentage","14.0",""
"Never or not in the last 12 months","Sweden","2014","Cities","Females","65 years or over","Percentage","28.0",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Total","Total","Percentage","18.4",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Total","From 15 to 24 years","Percentage","26.1",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Total","From 25 to 64 years","Percentage","16.1",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Total","65 years or over","Percentage","22.1",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Males","Total","Percentage","14.5",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Males","From 15 to 24 years","Percentage","25.2",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Males","From 25 to 64 years","Percentage","12.9",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Males","65 years or over","Percentage","15.0",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Females","Total","Percentage","21.7",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Females","From 15 to 24 years","Percentage","26.6",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Females","From 25 to 64 years","Percentage","18.9",""
"Never or not in the last 12 months","United Kingdom","2014","Cities","Females","65 years or over","Percentage","27.7",""
"Never or not in the last 12 months","Iceland","2014","Cities","Total","Total","Percentage","17.5",""
"Never or not in the last 12 months","Iceland","2014","Cities","Total","From 15 to 24 years","Percentage","32.9",""
"Never or not in the last 12 months","Iceland","2014","Cities","Total","From 25 to 64 years","Percentage","10.8",""
"Never or not in the last 12 months","Iceland","2014","Cities","Total","65 years or over","Percentage","28.7",""
"Never or not in the last 12 months","Iceland","2014","Cities","Males","Total","Percentage","17.5",""
"Never or not in the last 12 months","Iceland","2014","Cities","Males","From 15 to 24 years","Percentage","36.2",""
"Never or not in the last 12 months","Iceland","2014","Cities","Males","From 25 to 64 years","Percentage","11.0",""
"Never or not in the last 12 months","Iceland","2014","Cities","Males","65 years or over","Percentage","23.3",""
"Never or not in the last 12 months","Iceland","2014","Cities","Females","Total","Percentage","17.5",""
"Never or not in the last 12 months","Iceland","2014","Cities","Females","From 15 to 24 years","Percentage","29.3",""
"Never or not in the last 12 months","Iceland","2014","Cities","Females","From 25 to 64 years","Percentage","10.5",""
"Never or not in the last 12 months","Iceland","2014","Cities","Females","65 years or over","Percentage","34.0",""
"Never or not in the last 12 months","Norway","2014","Cities","Total","Total","Percentage","17.9",""
"Never or not in the last 12 months","Norway","2014","Cities","Total","From 15 to 24 years","Percentage","25.1",""
"Never or not in the last 12 months","Norway","2014","Cities","Total","From 25 to 64 years","Percentage","13.8",""
"Never or not in the last 12 months","Norway","2014","Cities","Total","65 years or over","Percentage","28.1",""
"Never or not in the last 12 months","Norway","2014","Cities","Males","Total","Percentage","15.2",""
"Never or not in the last 12 months","Norway","2014","Cities","Males","From 15 to 24 years","Percentage","24.7",""
"Never or not in the last 12 months","Norway","2014","Cities","Males","From 25 to 64 years","Percentage","11.4",""
"Never or not in the last 12 months","Norway","2014","Cities","Males","65 years or over","Percentage","21.9",""
"Never or not in the last 12 months","Norway","2014","Cities","Females","Total","Percentage","20.5",""
"Never or not in the last 12 months","Norway","2014","Cities","Females","From 15 to 24 years","Percentage","25.5",""
"Never or not in the last 12 months","Norway","2014","Cities","Females","From 25 to 64 years","Percentage","16.2",""
"Never or not in the last 12 months","Norway","2014","Cities","Females","65 years or over","Percentage","34.2",""
"Never or not in the last 12 months","Turkey","2014","Cities","Total","Total","Percentage","0",""
"Never or not in the last 12 months","Turkey","2014","Cities","Total","From 15 to 24 years","Percentage","0",""
"Never or not in the last 12 months","Turkey","2014","Cities","Total","From 25 to 64 years","Percentage","0",""
"Never or not in the last 12 months","Turkey","2014","Cities","Total","65 years or over","Percentage","0",""
"Never or not in the last 12 months","Turkey","2014","Cities","Males","Total","Percentage","0",""
"Never or not in the last 12 months","Turkey","2014","Cities","Males","From 15 to 24 years","Percentage","0",""
"Never or not in the last 12 months","Turkey","2014","Cities","Males","From 25 to 64 years","Percentage","0",""
"Never or not in the last 12 months","Turkey","2014","Cities","Males","65 years or over","Percentage","0",""
"Never or not in the last 12 months","Turkey","2014","Cities","Females","Total","Percentage","0",""
"Never or not in the last 12 months","Turkey","2014","Cities","Females","From 15 to 24 years","Percentage","0",""
"Never or not in the last 12 months","Turkey","2014","Cities","Females","From 25 to 64 years","Percentage","0",""
"Never or not in the last 12 months","Turkey","2014","Cities","Females","65 years or over","Percentage","0",""
